source,list_url,title,url
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"미스트랄, 데이터센터 구축 위해 1.2조 부채 조달...미국 자본은 미포함",https://www.aitimes.com/news/articleView.html?idxno=208641
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"위성 데이터센터 스타클라우드, 1.6조 기업 가치 달성",https://www.aitimes.com/news/articleView.html?idxno=208643
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,중국에서 실수로 &apos;애플 인텔리전스&apos; 잠시 공개,https://www.aitimes.com/news/articleView.html?idxno=208646
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"딥시크, 서비스 개시 이후 최장 7시간 서비스 중단 사태",https://www.aitimes.com/news/articleView.html?idxno=208640
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"중국, &apos;토큰 경제&apos; 강조...&quot;풍부한 전력을 토큰으로 변환해 전 세계에 수출&quot;",https://www.aitimes.com/news/articleView.html?idxno=208626
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"메타, 차세대 모델 &apos;아보카도&apos; 다양한 버전 테스트 중...&quot;제미나이도 활용&quot;",https://www.aitimes.com/news/articleView.html?idxno=208604
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"MS, 업무용 코파일럿에 &apos;GPT 답변을 클로드가 검증&apos;하는 기능 추가",https://www.aitimes.com/news/articleView.html?idxno=208603
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"아마존, AI 에이전트 자기 개선을 위한 범용 인프라 &apos;A-이볼브&apos; 발표",https://www.aitimes.com/news/articleView.html?idxno=208524
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"메타, 인간 뇌 활동 fMRI 반응 예측하는 모델 &apos;트라이브 v2&apos; 출시",https://www.aitimes.com/news/articleView.html?idxno=208527
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"AI 트래픽, 사상 첫 인간 트래픽 추월 눈앞…에이전트 사용량 8000% 증가",https://www.aitimes.com/news/articleView.html?idxno=208575
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"클로드, 올해 유료 사용자 두배로 증가...미 국방부 갈등이 촉매",https://www.aitimes.com/news/articleView.html?idxno=208551
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,도쿄서 &apos;철도 고가도로 아래&apos;에 데이터센터 설치 시험,https://www.aitimes.com/news/articleView.html?idxno=208552
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"샤오미, 휴머노이드 로봇에 땀까지 흘리는 &apos;생체공학 손&apos; 탑재",https://www.aitimes.com/news/articleView.html?idxno=208563
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"중국, 도심 전투를 위한 진화된 &apos;전투 늑대 무리&apos; 공개",https://www.aitimes.com/news/articleView.html?idxno=208571
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"일라이 릴리, AI 약품 개발 위해 인실리코와 4조 규모 계약 체결",https://www.aitimes.com/news/articleView.html?idxno=208550
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"바이트댄스, &apos;시댄스 2.0&apos; 글로벌 론칭 맞춰 워터마킹·IP 보호 강화",https://www.aitimes.com/news/articleView.html?idxno=208539
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,K-클라우드 매출 9조 시대...외산 인프라 비중 74% 달해,https://www.aitimes.com/news/articleView.html?idxno=208541
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,&quot;슈퍼마이크로 서버 밀수한 곳은 중국군 관련 블랙리스트 대학 등 4곳&quot;,https://www.aitimes.com/news/articleView.html?idxno=208533
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"구글 &apos;젬마 4&apos;, 챗봇 아레나에서 테스트 중...120B MoE 모델도 포함",https://www.aitimes.com/news/articleView.html?idxno=208523
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"xAI 공동 창립자 11명, 3년 만에 모두 떠나...머스크 &apos;나홀로&apos;",https://www.aitimes.com/news/articleView.html?idxno=208519
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"지푸, 초저가 코딩 모델 &apos;GLM-5.1&apos; 출시…&apos;클로드 오퍼스 4.6&apos;에 근접",https://www.aitimes.com/news/articleView.html?idxno=208504
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"“음악 생성 넘어 개인 전용 악기로”... 수노 v5.5, ‘개인화’ 승부수",https://www.aitimes.com/news/articleView.html?idxno=208505
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"법률 AI 대표 하비, 16조 가치로 투자 유치...&quot;보조 넘어 에이전트로 진화&quot;",https://www.aitimes.com/news/articleView.html?idxno=208510
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"&apos;AI 회의록&apos; 그래놀라, 기업가치 2조 돌파...&quot;기업용으로 확장&quot;",https://www.aitimes.com/news/articleView.html?idxno=208507
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"인터콤, 고객지원 특화 AI ‘에이펙스’ 공개…“맞춤형으로 GPT·클로드 제쳐”",https://www.aitimes.com/news/articleView.html?idxno=208506
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"미국 의회, 정부의 중국산 로봇 사용 금지하는 법안 발의",https://www.aitimes.com/news/articleView.html?idxno=208509
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"아마존, 소비자용 휴머노이드 로봇 스타트업 인수",https://www.aitimes.com/news/articleView.html?idxno=208502
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"앤트로픽, 생물학 연구용 에이전트 &apos;오페론&apos; 개발 중...&apos;AI 과학자&apos; 발동",https://www.aitimes.com/news/articleView.html?idxno=208501
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"&quot;리더십도 AI 시대 위한 전환 필요&quot;...코카콜라·월마트 CEO, 퇴임 이유로 AI 들어",https://www.aitimes.com/news/articleView.html?idxno=208500
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,구글의 내부용 &apos;에이전트 스미스&apos; 인기 폭발...&quot;접근 제한할 정도&quot;,https://www.aitimes.com/news/articleView.html?idxno=208499
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"&apos;블랙리스트&apos; 기업 논문 발표 금지한 뉴립스, 중국 반발에 &quot;단순 실수&quot; 해명",https://www.aitimes.com/news/articleView.html?idxno=208498
